302, 60
303, 60
304, 60
305, 60
306, 60
307, 60
308, 60
309, 60
310, 60
311, 60
312, 60
313, 60
314, 60
315, 60
316, 60
317, 60
318, 60
319, 60
320, 60
321, 60
322, 59
323, 60
324, 60
325, 60
326, 60
327, 60
328, 60
329, 60
330, 60
331, 60
332, 60
333, 60
334, 60
335, 60
336, 61
337, 60
338, 60
339, 60
340, 60
341, 60
342, 60
343, 60
344, 57
345, 60
346, 60
347, 60
348, 60
349, 60
350, 60
351, 60
352, 57
353, 60
354, 60
355, 60
356, 60
357, 60
358, 60
359, 60
360, 60
361, 60
362, 60
363, 60
364, 60
365, 60
366, 60
367, 60
368, 60
369, 61
370, 60
371, 60
372, 60
373, 60
374, 60
375, 60
376, 60
377, 60
378, 60
379, 60
380, 60
381, 60
382, 60
383, 60
384, 60
385, 60
386, 60
387, 60
388, 60
389, 60
390, 60
391, 60
392, 60
393, 60
394, 60
395, 60
396, 60
397, 60
398, 60
399, 60
400, 60
401, 61
402, 60
403, 60
404, 60
405, 60
406, 60
407, 60
408, 60
409, 60
410, 60
411, 60
412, 60
413, 60
414, 60
415, 60
416, 60
417, 60
418, 60
419, 60
420, 60
421, 60
422, 60
423, 60
424, 60
425, 59
426, 60
427, 60
428, 60
429, 60
430, 60
431, 60
432, 60
433, 60
434, 60
435, 60
436, 60
437, 60
438, 60
439, 60
440, 60
441, 60
442, 60
443, 60
444, 60
445, 60
446, 60
447, 60
448, 60
449, 60
450, 60
451, 60
452, 60
453, 60
454, 60
455, 60
456, 60
457, 60
458, 60
459, 60
460, 60
461, 60
462, 60
463, 60
464, 60
465, 60
466, 60
467, 60
468, 60
469, 60
470, 60
471, 60
472, 60
473, 60
474, 60
475, 61
476, 59
477, 60
478, 60
479, 60
480, 60
481, 60
482, 60
483, 60
484, 60
485, 60
486, 60
487, 60
488, 60
489, 60
490, 60
491, 60
492, 60
493, 60
494, 60
495, 60
496, 60
497, 60
498, 60
499, 59
500, 60
501, 60
502, 60
503, 60
504, 60
505, 60
506, 60
507, 60
508, 60
509, 60
510, 60
511, 60
512, 60
513, 60
514, 61
515, 61
516, 60
517, 60
518, 60
519, 60
520, 60
521, 60
522, 60
523, 61
524, 60
525, 60
526, 60
527, 60
528, 60
529, 60
530, 60
531, 60
532, 60
533, 60
534, 60
535, 60
536, 60
537, 61
538, 59
539, 60
540, 60
541, 60
542, 60
543, 60
544, 60
545, 60
546, 60
547, 60
548, 60
549, 60
550, 60
551, 60
552, 60
553, 60
554, 60
555, 60
556, 61
557, 59
558, 61
559, 60
560, 60
561, 60
562, 60
563, 60
564, 60
565, 60
566, 58
567, 57
568, 60
569, 60
570, 60
571, 60
572, 60
573, 61
574, 59
575, 60
576, 60
577, 61
578, 59
579, 60
580, 60
581, 60
582, 60
583, 60
584, 60
585, 60
586, 60
587, 60
588, 60
589, 61
590, 60
591, 60
592, 60
593, 60
594, 60
595, 60
596, 60
597, 60
598, 60
599, 61
600, 59
